City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
111,Tchollire,8.4022,14.1698,75.99,19,59,2.17,CM,2021-03-03 23:01:33
112,Bethel,41.3712,-73.414,48.2,37,1,8.05,US,2021-03-03 23:01:05
113,Alice Town,25.7167,-79.3,78.6,74,1,23.89,BS,2021-03-03 23:01:34
114,Bredasdorp,-34.5322,20.0403,68.0,94,75,3.44,ZA,2021-03-03 23:01:34
115,Ostrovnoy,68.0531,39.5131,16.9,94,100,12.82,RU,2021-03-03 23:01:34
116,Lagos,6.5833,3.75,84.2,84,20,8.05,NG,2021-03-03 23:01:34
117,Agutaya,11.148,120.9417,80.29,83,4,21.99,PH,2021-03-03 23:01:35
118,The Valley,18.217,-63.0578,78.8,73,20,12.66,AI,2021-03-03 23:01:35
119,Nesterov,54.6306,22.5714,33.82,92,0,7.36,RU,2021-03-03 23:01:35
120,Salalah,17.0151,54.0924,73.4,78,0,4.61,OM,2021-03-03 23:01:35
121,Cape Town,-33.9258,18.4232,69.01,88,75,12.66,ZA,2021-03-03 23:01:36
122,Labuhan,-6.8844,112.2051,76.82,85,64,4.76,ID,2021-03-03 23:01:36
123,Nikolskoye,59.7035,30.7861,33.01,86,75,15.66,RU,2021-03-03 23:01:36
124,Saint George,37.1041,-113.5841,73.4,7,1,14.97,US,2021-03-03 23:00:10
125,Paamiut,61.994,-49.6678,41.2,65,100,10.83,GL,2021-03-03 23:01:37
126,Richards Bay,-28.783,32.0377,68.63,86,0,3.94,ZA,2021-03-03 22:58:31
127,Ambunti,-4.2365,142.8448,72.86,98,100,2.64,PG,2021-03-03 23:01:37
128,Kuminskiy,58.6667,66.5667,18.36,97,98,7.11,RU,2021-03-03 23:01:37
129,Aksu,41.1231,80.2644,35.82,77,94,1.03,CN,2021-03-03 23:01:38
130,Namibe,-15.1961,12.1522,74.7,80,31,6.46,AO,2021-03-03 23:01:38
131,Haines Junction,60.7522,-137.5108,23.0,46,97,4.61,CA,2021-03-03 23:01:38
132,Magistralnyy,56.1725,107.4458,-27.15,82,67,2.1,RU,2021-03-03 23:01:39
133,Japura,-0.3167,102.35,72.55,94,80,1.61,ID,2021-03-03 23:01:39
134,Ahipara,-35.1667,173.1667,68.94,87,100,6.76,NZ,2021-03-03 23:01:39
135,Vestmannaeyjar,63.4427,-20.2734,39.13,81,87,23.53,IS,2021-03-03 23:01:39
136,Havoysund,70.9963,24.6622,24.8,93,75,25.32,NO,2021-03-03 23:01:40
137,Koungou,-12.7336,45.2042,82.4,78,90,10.36,YT,2021-03-03 23:01:40
138,Sayyan,15.1718,44.3244,55.45,52,0,3.24,YE,2021-03-03 23:01:40
139,Kitgum,3.2783,32.8867,74.5,36,76,5.66,UG,2021-03-03 23:01:40
